t [s],v [É m/sec]
223.21,19.833
223.22,18.432
223.23,15.847
223.24,12.931
223.25,8.977
223.26,4.594
223.27,-0.095
223.28,-4.957
223.29,-9.565
223.3,-13.482
223.31,-17.034
223.32,-20.265
223.33,-22.201
223.34,-23.589
223.35,-24.361
223.36,-23.925
223.37,-22.727
223.38,-20.77
223.39,-17.446
223.4,-13.775
223.41,-10.164
223.42,-5.76
223.43,-0.651
223.44,4.12
223.45,8.477
223.46,12.798
223.47,16.891
223.48,20.427
223.49,23.353
223.5,25.393
223.51,26.795
223.52,27.64
223.53,27.378
223.54,25.757
223.55,22.841
223.56,19.465
223.57,15.294
223.58,10.548
223.59,5.473
223.6,1.163
223.61,-2.913
223.62,-7.138
223.63,-11.107
223.64,-14.634
223.65,-17.845
223.66,-20.887
223.67,-23.538
223.68,-25.644
223.69,-27.271
223.7,-27.96
223.71,-26.913
223.72,-24.812
223.73,-22.173
223.74,-19.023
223.75,-15.411
223.76,-10.445
223.77,-5.187
223.78,0.158
223.79,5.532
223.8,10.384
223.81,15.688
223.82,21.115
223.83,26.893
223.84,31.886
223.85,35.746
223.86,37.554
223.87,37.829
223.88,36.706
223.89,34.541
223.9,31.166
223.91,26.884
223.92,21.576
223.93,15.664
223.94,8.791
223.95,1.377
223.96,-6.167
223.97,-13.465
223.98,-20.35
223.99,-26.108
224,-30.517
224.01,-33.81
224.02,-34.965
224.03,-34.434
224.04,-31.75
224.05,-27.62
224.06,-22.451
224.07,-16.256
224.08,-9.113
224.09,-1.304
224.1,6.475
224.11,14.028
224.12,21.207
224.13,27.932
224.14,33.297
224.15,38.315
224.16,41.374
224.17,42.815
224.18,42.17
224.19,39.22
224.2,34.591
224.21,29.164
224.22,23.113
224.23,16.928
224.24,10.17
224.25,2.929
224.26,-4.796
224.27,-11.83
224.28,-18.374
224.29,-24.003
224.3,-28.541
224.31,-32.177
224.32,-34.237
224.33,-34.73
224.34,-33.371
224.35,-30.233
224.36,-26.022
224.37,-20.524
224.38,-14.391
224.39,-8.254
224.4,-1.797
224.41,4.924
224.42,11.674
224.43,17.977
224.44,22.997
224.45,26.954
224.46,29.673
224.47,30.994
224.48,31.05
224.49,29.391
224.5,26.216
224.51,22.462
224.52,17.752
224.53,12.176
224.54,6.494
224.55,0.726
224.56,-5.359
224.57,-10.953
224.58,-15.796
224.59,-20.388
224.6,-23.996
224.61,-26.815
224.62,-28.756
224.63,-29.033
224.64,-27.453
224.65,-25.301
224.66,-22.211
224.67,-18.437
224.68,-14.213
224.69,-9.112
224.7,-3.859
224.71,1.36
224.72,6.352
224.73,10.397
224.74,14.035
224.75,17.378
224.76,20.176
224.77,22.239
224.78,22.771
224.79,22.418
224.8,21.329
224.81,19.342
224.82,16.304
224.83,11.998
224.84,7.043
224.85,2.53
224.86,-2.715
224.87,-7.939
224.88,-12.673
224.89,-16.625
224.9,-20.245
224.91,-22.953
224.92,-24.204
224.93,-25.078
224.94,-25.349
224.95,-24.814
224.96,-23.522
224.97,-21.813
224.98,-19.28
224.99,-16.458
225,-13
225.01,-8.88
225.02,-4.975
225.03,-1.245
225.04,2.088
225.05,5.419
225.06,8.109
225.07,10.217
225.08,12.114
225.09,14.061
225.1,15.212
225.11,15.839
225.12,15.661
225.13,15.811
225.14,16.238
225.15,16.302
225.16,15.137
225.17,13.412
225.18,11.148
225.19,9.204
225.2,7.471
225.21,5.884
225.22,3.843
225.23,1.531
225.24,-0.957
225.25,-3.423
225.26,-5.127
225.27,-6.358
225.28,-7.72
225.29,-9.228
225.3,-10.932
225.31,-12.365
225.32,-13.217
225.33,-13.157
225.34,-12.846
225.35,-12.097
225.36,-11.631
225.37,-10.824
225.38,-9.921
225.39,-9.225
225.4,-8.151
225.41,-6.724
225.42,-5.542
225.43,-3.882
225.44,-2.098
225.45,-0.13
225.46,1.687
225.47,3.103
225.48,3.993
225.49,3.897
225.5,3.975
225.51,4.183
225.52,4.334
225.53,4.667
225.54,4.778
225.55,4.908
225.56,5
225.57,4.534
225.58,3.96
225.59,3.2
225.6,2.496
225.61,1.751
225.62,0.959
225.63,0.515
225.64,-0.041
225.65,-0.442
225.66,-1.107
225.67,-1.902
225.68,-2.697
225.69,-3.474
225.7,-4.722
225.71,-6.086
225.72,-7.264
225.73,-7.845
225.74,-8.393
225.75,-9.14
225.76,-9.721
225.77,-9.647
225.78,-9.778
225.79,-9.324
225.8,-8.107
225.81,-6.718
225.82,-5.017
225.83,-2.667
225.84,0.137
225.85,3.318
225.86,6.476
225.87,9.819
225.88,12.189
225.89,14.381
225.9,15.34
225.91,15.598
225.92,15.318
225.93,14.18
225.94,12.528
225.95,10.643
225.96,8.607
225.97,5.751
225.98,2.531
225.99,-1.066
226,-5.166
226.01,-9.033
226.02,-12.427
226.03,-15.036
226.04,-17.077
226.05,-18.195
226.06,-18.901
226.07,-19.412
226.08,-19.189
226.09,-18.188
226.1,-16.568
226.11,-14.309
226.12,-11.814
226.13,-9.516
226.14,-6.923
226.15,-4.414
226.16,-1.509
226.17,1.448
226.18,4.066
226.19,6.346
226.2,8.386
226.21,10.073
226.22,11.604
226.23,12.838
226.24,13.44
226.25,12.881
226.26,11.993
226.27,10.702
226.28,9.059
226.29,7.237
226.3,5.461
226.31,3.515
226.32,1.518
226.33,-0.799
226.34,-2.339
226.35,-3.686
226.36,-4.767
226.37,-5.591
226.38,-6.154
226.39,-6.503
226.4,-6.035
226.41,-5.502
226.42,-5.372
226.43,-5.196
226.44,-4.483
226.45,-3.847
226.46,-2.287
226.47,-0.984
226.48,-0.23
226.49,-0.066
226.5,0.047
226.51,-0.081
226.52,0.167
226.53,0.701
226.54,0.829
226.55,0.443
226.56,-0.566
226.57,-1.545
226.58,-1.685
226.59,-1.795
226.6,-2.064
226.61,-2.874
226.62,-4.339
226.63,-6.155
226.64,-6.878
226.65,-7.167
226.66,-7.366
226.67,-7.434
226.68,-7.089
226.69,-6.429
226.7,-5.023
226.71,-2.98
226.72,-0.069
226.73,3.295
226.74,6.9
226.75,10.171
226.76,12.481
226.77,14.154
226.78,15.778
226.79,17.144
226.8,17.289
226.81,16.857
226.82,16.378
226.83,15.339
226.84,13.857
226.85,11.982
226.86,9.495
226.87,6.818
226.88,3.837
226.89,0.643
226.9,-2.551
226.91,-5.812
226.92,-8.983
226.93,-11.846
226.94,-14.369
226.95,-16.737
226.96,-18.396
226.97,-19.684
226.98,-20.13
226.99,-20.122
227,-19.397
227.01,-18.002
227.02,-15.663
227.03,-12.87
227.04,-9.856
227.05,-6.055
227.06,-2.484
227.07,1.335
227.08,5.123
227.09,8.794
227.1,12.379
227.11,15.497
227.12,18.196
227.13,20.443
227.14,21.746
227.15,22.615
227.16,23.141
227.17,22.924
227.18,21.466
227.19,19.462
227.2,16.416
227.21,13.047
227.22,9.434
227.23,5.518
227.24,1.591
227.25,-2.224
227.26,-6.121
227.27,-9.786
227.28,-12.791
227.29,-15.62
227.3,-18.03
227.31,-19.51
227.32,-20.37
227.33,-20.526
227.34,-20.057
227.35,-18.849
227.36,-17.442
227.37,-15.25
227.38,-12.674
227.39,-9.266
227.4,-5.588
227.41,-1.129
227.42,3.39
227.43,8.127
227.44,12.127
227.45,15.651
227.46,18.643
227.47,21.151
227.48,22.893
227.49,24.117
227.5,25.241
227.51,25.449
227.52,24.523
227.53,23.158
227.54,21.414
227.55,19.177
227.56,16.403
227.57,12.56
227.58,7.757
227.59,2.619
227.6,-2.091
227.61,-6.843
227.62,-11.238
227.63,-15.293
227.64,-19.328
227.65,-23.541
227.66,-27.028
227.67,-29.518
227.68,-31.371
227.69,-31.987
227.7,-31.915
227.71,-30.728
227.72,-28.558
227.73,-25.281
227.74,-20.362
227.75,-14.665
227.76,-7.861
227.77,-0.757
227.78,6.171
227.79,13.213
227.8,20.101
227.81,26.504
227.82,32.068
227.83,36.744
227.84,40.138
227.85,42.813
227.86,44.015
227.87,43.902
227.88,42.338
227.89,38.883
227.9,34.265
227.91,28.801
227.92,22.516
227.93,15.222
227.94,8.527
227.95,1.819
227.96,-4.569
227.97,-11.205
227.98,-17.533
227.99,-22.516
228,-26.39
228.01,-29.816
228.02,-32.848
228.03,-35.205
228.04,-35.83
228.05,-34.988
228.06,-33.394
228.07,-31.252
228.08,-28.57
228.09,-24.854
228.1,-20.251
228.11,-14.555
228.12,-7.955
228.13,-1.357
228.14,5.216
228.15,11.641
228.16,17.863
228.17,23.663
228.18,28.84
228.19,33.072
228.2,36.658
228.21,39.045
228.22,40.575
228.23,40.774
228.24,39.629
228.25,37.106
228.26,33.167
228.27,28.601
228.28,23.299
228.29,17.927
228.3,12.223
228.31,5.496
228.32,-1.648
228.33,-8.961
228.34,-16.34
228.35,-23.14
228.36,-28.092
228.37,-32.184
228.38,-35.147
228.39,-37.245
228.4,-38.334
228.41,-38.591
228.42,-37.437
228.43,-34.353
228.44,-30.325
228.45,-24.844
228.46,-18.386
228.47,-10.794
228.48,-2.344
228.49,7.094
228.5,15.523
228.51,22.583
228.52,28.735
228.53,33.058
228.54,35.546
228.55,37.171
228.56,37.564
228.57,36.391
228.58,33.91
228.59,30.419
228.6,25.673
228.61,20.418
228.62,14.014
228.63,6.852
228.64,-1.07
228.65,-8.571
228.66,-16.079
228.67,-23.124
228.68,-28.775
228.69,-33.203
228.7,-36.265
228.71,-37.968
228.72,-38.13
228.73,-36.663
228.74,-33.726
228.75,-29.184
228.76,-23.295
228.77,-17.345
228.78,-11.9
228.79,-6.094
228.8,0.191
228.81,6.348
228.82,12.24
228.83,17.57
228.84,21.914
228.85,25.54
228.86,28.012
228.87,30.134
228.88,30.71
228.89,29.605
228.9,27.206
228.91,23.271
228.92,18.443
228.93,13.051
228.94,7.168
228.95,0.832
228.96,-5.869
228.97,-12.178
228.98,-17.614
228.99,-22.159
229,-25.467
229.01,-27.796
229.02,-29.891
229.03,-30.523
229.04,-30.019
229.05,-28.475
229.06,-26.374
229.07,-22.733
229.08,-17.681
229.09,-12.017
229.1,-6.166
229.11,0.016
229.12,5.534
229.13,10.683
229.14,15.631
229.15,20.063
229.16,23.573
229.17,26.071
229.18,27.467
229.19,28.229
229.2,28.111
229.21,26.506
229.22,23.851
229.23,20.364
229.24,15.732
229.25,10.095
229.26,4.442
229.27,-1.527
229.28,-7.267
229.29,-12.43
229.3,-17.9
229.31,-23.471
229.32,-27.95
229.33,-31.451
229.34,-33.917
229.35,-35.284
229.36,-35.217
229.37,-34.217
229.38,-31.856
229.39,-27.459
229.4,-22.255
229.41,-16.388
229.42,-9.58
229.43,-2.529
229.44,4.439
229.45,11.293
229.46,17.959
229.47,24.043
229.48,28.75
229.49,32.451
229.5,34.907
229.51,35.694
229.52,34.675
229.53,31.734
229.54,27.456
229.55,22.278
229.56,16.913
229.57,10.829
229.58,4.38
229.59,-2.049
229.6,-8.462
229.61,-14.431
229.62,-19.408
229.63,-23.769
229.64,-27.972
229.65,-32.113
229.66,-35.676
229.67,-38.024
229.68,-39.113
229.69,-38.625
229.7,-36.067
229.71,-32.544
229.72,-28.315
229.73,-23.495
229.74,-17.701
229.75,-11.108
229.76,-4.631
229.77,1.19
229.78,7.153
229.79,13.332
229.8,19.622
229.81,24.688
229.82,28.411
229.83,30.613
229.84,31.956
229.85,32.096
229.86,30.827
229.87,28.328
229.88,25.133
229.89,20.783
229.9,16.336
229.91,11.336
229.92,5.388
229.93,-0.664
229.94,-7.3
229.95,-14.194
229.96,-20.33
229.97,-25.432
229.98,-29.518
229.99,-32.952
230,-34.762
230.01,-35.221
230.02,-34.86
230.03,-33.371
230.04,-30.888
230.05,-27.659
230.06,-23.641
230.07,-18.749
230.08,-13.363
230.09,-7.351
230.1,-1.901
230.11,3.762
230.12,9.349
230.13,13.871
230.14,18.074
230.15,21.444
230.16,23.544
230.17,24.348
230.18,24.048
230.19,23.292
230.2,21.828
230.21,20.42
230.22,18.242
230.23,15.173
230.24,11.524
230.25,7.58
230.26,3.717
230.27,0.469
230.28,-3.021
230.29,-5.855
230.3,-7.85
230.31,-9.121
230.32,-10.362
230.33,-10.937
230.34,-11.189
230.35,-10.654
230.36,-10.213
230.37,-9.729
230.38,-9.407
230.39,-8.599
230.4,-7.971
230.41,-7.075
230.42,-6.093
230.43,-5.125
230.44,-3.865
230.45,-2.322
230.46,-1.507
230.47,-1.632
230.48,-2.593
230.49,-4.005
230.5,-5.208
230.51,-6.148
230.52,-7.371
230.53,-8.303
230.54,-8.478
230.55,-7.897
230.56,-6.165
230.57,-4.246
230.58,-1.839
230.59,0.661
230.6,3.251
230.61,5.644
230.62,8.311
230.63,11.439
230.64,14.155
230.65,16.771
230.66,18.801
230.67,20.743
230.68,22.446
230.69,23.8
230.7,24.222
230.71,23.871
230.72,22.675
230.73,20.761
230.74,17.681
230.75,14.218
230.76,10.888
230.77,6.866
230.78,2.4
230.79,-2.188
230.8,-6.273
230.81,-9.926
230.82,-13.351
230.83,-16.106
230.84,-18.151
230.85,-19.506
230.86,-20.521
230.87,-20.898
230.88,-20.586
230.89,-19.304
230.9,-16.552
230.91,-12.936
230.92,-8.997
230.93,-4.32
230.94,0.333
230.95,5.29
230.96,10.497
230.97,15.848
230.98,20.336
230.99,23.708
231,26.929
231.01,29.249
231.02,30.55
231.03,30.807
231.04,30.378
231.05,29.298
231.06,27.155
231.07,24.15
231.08,20.225
231.09,15.795
231.1,10.904
231.11,5.577
231.12,-0.336
231.13,-5.18
231.14,-9.653
231.15,-13.915
231.16,-17.859
231.17,-21.358
231.18,-23.636
231.19,-24.406
231.2,-24.715
231.21,-24.615
231.22,-23.934
231.23,-22.297
231.24,-19.442
231.25,-15.644
231.26,-11.415
231.27,-6.947
231.28,-2.085
231.29,2.39
231.3,6.58
231.31,10.456
231.32,13.886
231.33,15.835
231.34,17.316
231.35,18.156
231.36,17.939
231.37,17.094
231.38,16.684
231.39,15.897
231.4,14.972
231.41,14.151
231.42,12.46
231.43,10.9
231.44,9.848
231.45,8.107
231.46,5.868
231.47,2.597
231.48,-0.977
231.49,-4.809
231.5,-7.853
231.51,-10.007
231.52,-12.164
231.53,-13.941
231.54,-16.096
231.55,-17.953
231.56,-18.69
231.57,-18.521
231.58,-18.396
231.59,-17.821
231.6,-16.369
231.61,-14.058
231.62,-11.246
231.63,-7.85
231.64,-4.073
231.65,-0.441
231.66,2.98
231.67,6.405
231.68,9.63
231.69,12.16
231.7,14.329
231.71,15.373
231.72,15.658
231.73,15.469
231.74,14.658
231.75,13.756
231.76,12.817
231.77,11.94
231.78,10.412
231.79,8.857
231.8,7.032
231.81,4.415
231.82,1.425
231.83,-1.407
231.84,-4.081
231.85,-6.555
231.86,-8.723
231.87,-9.675
231.88,-10.01
231.89,-10.406
231.9,-10.012
231.91,-9.454
231.92,-8.869
231.93,-7.98
231.94,-7.132
231.95,-5.48
231.96,-3.492
231.97,-0.993
231.98,1.515
231.99,3.677
232,5.591
232.01,7.311
232.02,8.966
232.03,10.17
232.04,10.255
232.05,9.262
232.06,7.317
232.07,5.15
232.08,3.323
232.09,1.185
232.1,-1.118
232.11,-3.105
232.12,-5.031
232.13,-6.698
232.14,-7.977
232.15,-8.918
232.16,-9.362
232.17,-9.075
232.18,-8.27
232.19,-6.761
232.2,-4.697
232.21,-1.949
232.22,1.528
232.23,5.269
232.24,8.843
232.25,12.892
232.26,16.709
232.27,20.542
232.28,24.209
232.29,27.382
232.3,28.866
232.31,28.461
232.32,26.627
232.33,23.901
232.34,20.628
232.35,16.307
232.36,11.091
232.37,4.98
232.38,-1.954
232.39,-9.619
232.4,-16.995
232.41,-23.237
232.42,-28.016
232.43,-31.718
232.44,-34.564
232.45,-36.05
232.46,-36.55
232.47,-35.605
232.48,-31.99
232.49,-26.564
232.5,-20.405
232.51,-13.65
232.52,-5.954
232.53,2.505
232.54,11.514
232.55,21.311
232.56,29.722
232.57,36.375
232.58,41.912
232.59,46.215
232.6,48.355
232.61,48.471
232.62,46.651
232.63,42.26
232.64,36.612
232.65,30.116
232.66,23.064
232.67,14.907
232.68,6.062
232.69,-3.085
232.7,-12.625
232.71,-21.849
232.72,-30.09
232.73,-37.481
232.74,-43.58
232.75,-47.69
232.76,-50.007
232.77,-50.488
232.78,-48.414
232.79,-44.428
232.8,-38.461
232.81,-31.144
232.82,-22.712
232.83,-13.787
232.84,-4.952
232.85,4.04
232.86,13.001
232.87,21.97
232.88,30.358
232.89,37.749
232.9,44.129
232.91,48.774
232.92,50.854
232.93,51.069
232.94,49.355
232.95,45.876
232.96,40.062
232.97,32.432
232.98,23.596
232.99,14.016
233,5.082
233.01,-3.99
233.02,-12.556
233.03,-20.219
233.04,-27.148
233.05,-33.726
233.06,-39.044
233.07,-41.949
233.08,-42.921
233.09,-42.332
233.1,-40.11
233.11,-36.704
233.12,-32.372
233.13,-26.417
233.14,-19.905
233.15,-12.68
233.16,-5.276
233.17,2.109
233.18,9.449
233.19,16.199
233.2,22.031
233.21,26.795
233.22,29.899
233.23,31.86
233.24,32.437
233.25,31.407
233.26,29.614
233.27,26.615
233.28,22.343
233.29,16.716
233.3,10.649
233.31,4.017
233.32,-3.117
233.33,-9.868
233.34,-15.966
233.35,-21.997
233.36,-27.424
233.37,-31.938
233.38,-34.701
233.39,-35.18
233.4,-33.985
233.41,-31.392
233.42,-27.955
233.43,-23.41
233.44,-18.118
233.45,-12.319
233.46,-6.284
233.47,-0.107
233.48,6.106
233.49,11.861
233.5,17.429
233.51,21.758
233.52,24.951
233.53,26.82
233.54,27.36
233.55,26.101
233.56,23.767
233.57,20.67
233.58,16.434
233.59,11.216
233.6,5.509
233.61,-0.707
233.62,-7.768
233.63,-14.75
233.64,-21.251
233.65,-26.545
233.66,-30.757
233.67,-33.569
233.68,-35.208
233.69,-36.133
233.7,-36.171
233.71,-34.309
233.72,-31.283
233.73,-27.136
233.74,-22.098
233.75,-16.234
233.76,-10.043
233.77,-4.164
233.78,1.843
233.79,8.327
233.8,14.077
233.81,19.622
233.82,24.083
233.83,27.547
233.84,30.018
233.85,31.325
233.86,30.779
233.87,28.722
233.88,25.664
233.89,21.43
233.9,16.095
233.91,10.079
233.92,2.992
233.93,-4.26
233.94,-11.769
233.95,-19.066
233.96,-25.348
233.97,-30.975
233.98,-35.832
233.99,-38.989
234,-41.101
234.01,-41.831
234.02,-41.204
234.03,-38.579
234.04,-34.752
234.05,-29.401
234.06,-23.316
234.07,-16.298
234.08,-8.604
234.09,-0.027
234.1,8.782
234.11,17.121
234.12,24.494
234.13,30.726
234.14,35.498
234.15,39.37
234.16,40.943
234.17,40.707
234.18,38.83
234.19,35.513
234.2,30.592
234.21,24.774
234.22,18.196
234.23,11.172
234.24,4.027
234.25,-2.984
234.26,-9.878
234.27,-16.133
234.28,-21.506
234.29,-25.591
234.3,-28.773
234.31,-30.482
234.32,-30.572
234.33,-29.606
234.34,-27.325
234.35,-24.233
234.36,-20.372
234.37,-15.91
234.38,-11.165
234.39,-5.393
234.4,0.738
234.41,5.796
234.42,10.846
234.43,15.807
234.44,19.932
234.45,22.707
234.46,25.098
234.47,26.22
234.48,26.327
234.49,25.735
234.5,24.313
234.51,22.023
234.52,18.619
234.53,13.933
234.54,9.332
234.55,4.909
234.56,0.717
234.57,-3.383
234.58,-7.118
234.59,-10.473
234.6,-12.898
234.61,-14.228
234.62,-14.587
234.63,-14.24
234.64,-13.08
234.65,-11.461
234.66,-9.404
234.67,-7.331
234.68,-5.364
234.69,-3.173
234.7,0.033
234.71,3.255
234.72,6.222
234.73,8.843
234.74,10.554
234.75,11.762
234.76,12.722
234.77,13.425
234.78,13.594
234.79,12.959
234.8,11.634
234.81,9.636
234.82,7.548
234.83,6.133
234.84,5.16
234.85,3.941
234.86,2.449
234.87,1.037
234.88,-0.335
234.89,-1.615
234.9,-2.827
234.91,-3.806
234.92,-4.357
234.93,-4.962
234.94,-6.047
234.95,-6.509
234.96,-6.32
234.97,-6.013
234.98,-5.593
234.99,-4.667
235,-3.423
235.01,-2.343
235.02,-0.457
235.03,1.68
235.04,3.868
235.05,5.979
235.06,7.521
235.07,8.36
235.08,9.163
235.09,9.906
235.1,10.629
235.11,11.151
235.12,11.467
235.13,10.616
235.14,8.465
235.15,6.423
235.16,4.074
235.17,1.717
235.18,-1.069
235.19,-3.98
235.2,-6.614
235.21,-8.879
235.22,-10.622
235.23,-11.803
235.24,-12.515
235.25,-13.062
235.26,-13.427
235.27,-13.409
235.28,-13.056
235.29,-11.591
235.3,-9.406
235.31,-6.685
235.32,-3.539
235.33,-0.119
235.34,3.218
235.35,7.117
235.36,10.825
235.37,14.014
235.38,16.587
235.39,18.448
235.4,19.834
235.41,20.577
235.42,20.352
235.43,19.544
235.44,18.205
235.45,15.721
235.46,12.854
235.47,9.528
235.48,5.666
235.49,2.048
235.5,-1.304
235.51,-5.091
235.52,-9.198
235.53,-13.805
235.54,-17.616
235.55,-20.615
235.56,-23.224
235.57,-25.093
235.58,-26.765
235.59,-27.606
235.6,-27.046
235.61,-24.847
235.62,-21.955
235.63,-18.925
235.64,-15.638
235.65,-12.256
235.66,-8.679
235.67,-4.862
235.68,-0.392
235.69,4.047
235.7,7.652
235.71,10.825
235.72,13.702
235.73,16.437
235.74,18.703
235.75,20.292
235.76,21.374
235.77,21.264
235.78,20.406
235.79,18.607
235.8,16.199
235.81,13.311
235.82,10.546
235.83,7.419
235.84,3.402
235.85,-0.784
235.86,-5.616
235.87,-10.146
235.88,-14.228
235.89,-17.733
235.9,-20.784
235.91,-23.117
235.92,-24.729
235.93,-25.622
235.94,-25.784
235.95,-24.817
235.96,-23.016
235.97,-20.055
235.98,-16.019
235.99,-11.213
236,-6.005
236.01,-0.745
236.02,4.54
236.03,9.444
236.04,13.796
236.05,17.484
236.06,20.08
236.07,21.9
236.08,22.845
236.09,22.969
236.1,23.317
236.11,22.84
236.12,21.016
236.13,18.102
236.14,14.162
236.15,9.896
236.16,5.972
236.17,1.701
236.18,-3.073
236.19,-7.486
236.2,-11.756
236.21,-14.929
236.22,-16.988
236.23,-18.237
236.24,-18.594
236.25,-18.573
236.26,-17.757
236.27,-16.511
236.28,-14.545
236.29,-11.831
236.3,-8.306
236.31,-4.447
236.32,-0.282
236.33,3.271
236.34,7.106
236.35,10.697
236.36,14.571
236.37,17.754
236.38,20.347
236.39,21.496
236.4,22.006
236.41,21.469
236.42,20.17
236.43,17.546
236.44,14.643
236.45,11.705
236.46,8.127
236.47,3.721
236.48,-0.322
236.49,-4.18
236.5,-7.583
236.51,-10.688
236.52,-13.264
236.53,-15.02
236.54,-15.888
236.55,-16.255
236.56,-15.716
236.57,-14.352
236.58,-12.121
236.59,-8.925
236.6,-4.947
236.61,-0.792
236.62,3.683
236.63,8.326
236.64,12.342
236.65,15.424
236.66,17.85
236.67,18.905
236.68,19.712
236.69,19.434
236.7,18.326
236.71,16.166
236.72,13.455
236.73,11.002
236.74,8.911
236.75,6.674
236.76,3.503
236.77,-0.176
236.78,-4.433
236.79,-9.072
236.8,-12.566
236.81,-14.244
236.82,-15.086
236.83,-15.109
236.84,-14.513
236.85,-13.09
236.86,-11.644
236.87,-9.451
236.88,-7.073
236.89,-3.908
236.9,-0.508
236.91,3.122
236.92,6.605
236.93,10.338
236.94,13.691
236.95,16.489
236.96,18.399
236.97,20.127
236.98,20.476
236.99,19.776
237,18.335
237.01,15.921
237.02,12.976
237.03,9.616
237.04,5.745
237.05,1.533
237.06,-1.885
237.07,-5.587
237.08,-9.569
237.09,-12.883
237.1,-15.905
237.11,-17.955
237.12,-19.764
237.13,-20.734
237.14,-21.02
237.15,-20.219
237.16,-18.381
237.17,-15.891
237.18,-12.516
237.19,-8.794
237.2,-4.783
237.21,-1.265
237.22,2.61
237.23,6.818
237.24,10.135
237.25,13.214
237.26,15.864
237.27,17.417
237.28,17.6
237.29,16.585
237.3,14.881
237.31,13.16
237.32,10.847
237.33,8.543
237.34,6.132
237.35,3.376
237.36,0.23
237.37,-3.002
237.38,-5.944
237.39,-8.85
237.4,-11.502
237.41,-13.285
237.42,-13.667
237.43,-13.476
237.44,-12.674
237.45,-11.666
237.46,-10.456
237.47,-8.49
237.48,-6.092
237.49,-3.559
237.5,-0.913
237.51,1.709
237.52,4.377
237.53,6.474
237.54,8.508
237.55,9.72
237.56,10.001
237.57,9.442
237.58,7.96
237.59,5.424
237.6,2.786
237.61,0.989
237.62,-0.555
237.63,-2.462
237.64,-4.291
237.65,-6.372
237.66,-7.936
237.67,-9.049
237.68,-9
237.69,-8.585
237.7,-7.479
237.71,-5.723
237.72,-2.737
237.73,0.993
237.74,4.64
237.75,8.214
237.76,11.277
237.77,13.377
237.78,14.368
237.79,14.348
237.8,13.774
237.81,13.02
237.82,11.114
237.83,8.692
237.84,6.442
237.85,3.616
237.86,0.172
237.87,-4.066
237.88,-8.856
237.89,-14.494
237.9,-20.052
237.91,-24.433
237.92,-27.462
237.93,-29.128
237.94,-29.856
237.95,-29.632
237.96,-28.207
237.97,-26.045
237.98,-22.646
237.99,-18.406
238,-13.066
238.01,-7.505
238.02,-1.581
238.03,4.73
238.04,11.418
238.05,18.484
238.06,24.589
238.07,29.405
238.08,32.95
238.09,35.976
238.1,38.163
238.11,39.115
238.12,38.43
238.13,35.902
238.14,31.757
238.15,26.991
238.16,21.21
238.17,14.469
238.18,6.751
238.19,-2.07
238.2,-11.295
238.21,-20.307
238.22,-28.798
238.23,-36.581
238.24,-42.855
238.25,-47.289
238.26,-50.43
238.27,-51.964
238.28,-52.004
238.29,-50.002
238.3,-45.822
238.31,-39.853
238.32,-31.971
238.33,-21.929
238.34,-10.984
238.35,0.241
238.36,11.005
238.37,21.467
238.38,31.033
238.39,39.662
238.4,46.711
238.41,51.908
238.42,55.133
238.43,55.665
238.44,54.005
238.45,49.912
238.46,43.723
238.47,36.73
238.48,28.327
238.49,18.232
238.5,7.2
238.51,-3.824
238.52,-14.658
238.53,-24.238
238.54,-32.83
238.55,-40.05
238.56,-45.502
238.57,-49.441
238.58,-52
238.59,-52.601
238.6,-51.172
238.61,-47.179
238.62,-42.037
238.63,-35.751
238.64,-28.307
238.65,-19.641
238.66,-10.632
238.67,-1.127
238.68,8.568
238.69,18.114
238.7,26.569
238.71,33.521
238.72,39.248
238.73,43.567
238.74,46.455
238.75,47.425
238.76,46.434
238.77,43.296
238.78,38.502
238.79,32.809
238.8,25.951
238.81,18.185
238.82,9.104
238.83,-0.189
238.84,-9.69
238.85,-18.195
238.86,-25.186
238.87,-30.809
238.88,-35.246
238.89,-38.23
238.9,-38.965
238.91,-37.738
238.92,-35.224
238.93,-30.831
238.94,-25.855
238.95,-20.492
238.96,-14.587
238.97,-8.652
238.98,-2.902
238.99,2.595
239,8.194
239.01,13.091
239.02,16.755
239.03,19.46
239.04,21.66
239.05,22.621
239.06,22.888
239.07,21.666
239.08,19.567
239.09,16.226
239.1,12.049
239.11,7.19
239.12,2.673
239.13,-1.757
239.14,-6.582
239.15,-11.051
239.16,-14.613
239.17,-16.798
239.18,-17.854
239.19,-17.971
239.2,-17.206
239.21,-14.865
239.22,-12.097
239.23,-9.284
239.24,-6.088
239.25,-3.25
239.26,-0.439
239.27,2.451
239.28,5.567
239.29,8.769
239.3,11.89
239.31,14.6
239.32,16.378
239.33,16.761
239.34,15.683
239.35,13.913
239.36,11.43
239.37,8.787
239.38,5.974
239.39,2.763
239.4,-0.425
239.41,-3.43
239.42,-5.855
239.43,-7.25
239.44,-8.344
239.45,-9.094
239.46,-9.112
239.47,-9.159
239.48,-9.327
239.49,-8.719
239.5,-7.151
239.51,-5.029
239.52,-3.199
239.53,-1.571
239.54,-0.177
239.55,1.263
239.56,3.474
239.57,5.336
239.58,7.076
239.59,8.319
239.6,8.417
239.61,8.149
239.62,7.741
239.63,6.96
239.64,6.362
239.65,5.736
239.66,5.131
239.67,4.706
239.68,3.659
